cidade,uf,cep
'Vila Nova do Piauí','PI','64688-000'
'Wall Ferraz','PI','64548-000'
'Abatiá','PR','86460-000'
'Adrianópolis','PR','83490-000'
'Agudos do Sul','PR','83850-000'
'Almirante Tamandaré','PR','4100400'
'Altamira do Paraná','PR','85280-000'
'Alto Paraná','PR','87750-000'
'Alto Piquiri','PR','87580-000'
'Altônia','PR','87550-000'
'Alvorada do Sul','PR','86150-000'
'Amaporã','PR','87850-000'
'Ampére','PR','85640-000'
'Anahy','PR','85425-000'
'Andirá','PR','86380-000'
'Ângulo','PR','86755-000'
'Antonina','PR','83370-000'
'Antônio Olinto','PR','83980-000'
'Apucarana','PR','4101408'
'Arapongas','PR','4101507'
'Arapoti','PR','84990-000'
'Arapuã','PR','86884-000'
'Araruna','PR','87260-000'
'Araucária','PR','4101804'
'Ariranha do Ivaí','PR','86880-000'
'Assaí','PR','86220-000'
'Assis Chateaubriand','PR','85935-000'
'Astorga','PR','86730-000'
'Atalaia','PR','87630-000'
'Balsa Nova','PR','83650-000'
'Bandeirantes','PR','86360-000'
'Barbosa Ferraz','PR','86960-000'
'Barra do Jacaré','PR','86385-000'
'Barracão','PR','85700-000'
'Bela Vista da Caroba','PR','85745-000'
'Bela Vista do Paraíso','PR','86130-000'
'Bituruna','PR','84640-000'
'Boa Esperança','PR','87390-000'
'Boa Esperança do Iguaçu','PR','85680-000'
'Boa Ventura de São Roque','PR','85225-000'
'Boa Vista da Aparecida','PR','85780-000'
'Bocaiúva do Sul','PR','83450-000'
'Bom Jesus do Sul','PR','85708-000'
'Bom Sucesso','PR','86940-000'
'Bom Sucesso do Sul','PR','85515-000'
'Borrazópolis','PR','86925-000'
'Braganey','PR','85430-000'
'Brasilândia do Sul','PR','87595-000'
'Cafeara','PR','86640-000'
'Cafelândia','PR','85415-000'
'Cafezal do Sul','PR','87565-000'
'Califórnia','PR','86820-000'
'Cambará','PR','86390-000'
'Cambé','PR','4103701'
'Cambira','PR','86890-000'
'Campina da Lagoa','PR','87345-000'
'Campina do Simão','PR','85148-000'
'Campina Grande do Sul','PR','83430-000'
'Campo Bonito','PR','85450-000'
'Campo do Tenente','PR','83870-000'
'Campo Largo','PR','4104204'
'Campo Magro','PR','83535-000'
'Campo Mourão','PR','4104303'
'Cândido de Abreu','PR','84470-000'
'Candói','PR','85140-000'
'Cantagalo','PR','85160-000'
'Capanema','PR','85760-000'
'Capitão Leônidas Marques','PR','85790-000'
'Carambeí','PR','84145-000'
'Carlópolis','PR','86420-000'
'Cascavel','PR','4104808'
'Castro','PR','4104907'
'Catanduvas','PR','85470-000'
'Centenário do Sul','PR','86630-000'
'Cerro Azul','PR','83570-000'
'Céu Azul','PR','85840-000'
'Chopinzinho','PR','85560-000'
'Cianorte','PR','4105508'
'Cidade Gaúcha','PR','87820-000'
'Clevelândia','PR','85530-000'
'Colombo','PR','4105805'
'Colorado','PR','86690-000'
'Congonhinhas','PR','86320-000'
'Conselheiro Mairinck','PR','86480-000'
'Contenda','PR','83730-000'
'Corbélia','PR','85420-000'
'Cornélio Procópio','PR','86300-000'
'Coronel Domingos Soares','PR','85557-000'
'Coronel Vivida','PR','85550-000'
'Corumbataí do Sul','PR','86970-000'
'Cruz Machado','PR','84620-000'
'Cruzeiro do Iguaçu','PR','85598-000'
'Cruzeiro do Oeste','PR','87400-000'
'Cruzeiro do Sul','PR','87650-000'
'Cruzmaltina','PR','86855-000'
'Curitiba','PR','4106902'
'Curiúva','PR','84280-000'
'Diamante d\'Oeste','PR','85896-000'
'Diamante do Norte','PR','87990-000'
'Diamante do Sul','PR','85408-000'
'Dois Vizinhos','PR','85660-000'
'Douradina','PR','87485-000'
'Doutor Camargo','PR','87155-000'
'Doutor Ulysses','PR','83590-000'
'Enéas Marques','PR','85630-000'
'Engenheiro Beltrão','PR','87270-000'
'Entre Rios do Oeste','PR','85988-000'
'Esperança Nova','PR','87545-000'
'Espigão Alto do Iguaçu','PR','85465-000'
'Farol','PR','87325-000'
'Faxinal','PR','86840-000'
'Fazenda Rio Grande','PR','4107652'
'Fênix','PR','86950-000'
'Fernandes Pinheiro','PR','84535-000'
'Figueira','PR','84285-000'
'Flor da Serra do Sul','PR','85618-000'
'Floraí','PR','87185-000'
'Floresta','PR','87120-000'
'Florestópolis','PR','86165-000'
'Flórida','PR','86780-000'
'Formosa do Oeste','PR','85830-000'
'Foz do Iguaçu','PR','4108304'
'Foz do Jordão','PR','85145-000'
'Francisco Alves','PR','87570-000'
'Francisco Beltrão','PR','4108403'
'General Carneiro','PR','84660-000'
'Godoy Moreira','PR','86938-000'
'Goioerê','PR','87360-000'
'Goioxim','PR','85162-000'
'Grandes Rios','PR','86845-000'
'Guaíra','PR','85980-000'
'Guairaçá','PR','87880-000'
'Guamiranga','PR','84435-000'
'Guapirama','PR','86465-000'
'Guaporema','PR','87810-000'
'Guaraci','PR','86620-000'
'Guaraniaçu','PR','85400-000'
'Guarapuava','PR','4109401'
'Guaraqueçaba','PR','83390-000'
'Guaratuba','PR','83280-000'
'Honório Serpa','PR','85548-000'
'Ibaiti','PR','84900-000'
'Ibema','PR','85478-000'
'Ibiporã','PR','86200-000'
'Icaraíma','PR','87530-000'
'Iguaraçu','PR','86750-000'
'Iguatu','PR','85423-000'
'Imbaú','PR','84250-000'
'Imbituva','PR','84430-000'
'Inácio Martins','PR','85155-000'
'Inajá','PR','87670-000'
'Indianópolis','PR','87235-000'
'Ipiranga','PR','84450-000'
'Iporã','PR','87560-000'
'Iracema do Oeste','PR','85833-000'
'Irati','PR','84500-000'
'Iretama','PR','87280-000'
'Itaguajé','PR','86670-000'
'Itaipulândia','PR','85880-000'
'Itambaracá','PR','86375-000'
'Itambé','PR','87175-000'
'Itapejara d\'Oeste','PR','85580-000'
'Itaperuçu','PR','83560-000'
'Itaúna do Sul','PR','87980-000'
'Ivaí','PR','84460-000'
'Ivaiporã','PR','86870-000'
'Ivaté','PR','87525-000'
'Ivatuba','PR','87130-000'
'Jaboti','PR','84930-000'
'Jacarezinho','PR','86400-000'
'Jaguapitã','PR','86610-000'
'Jaguariaíva','PR','84200-000'
'Jandaia do Sul','PR','86900-000'
'Janiópolis','PR','87380-000'
'Japira','PR','84920-000'
'Japurá','PR','87225-000'
'Jardim Alegre','PR','86860-000'
'Jardim Olinda','PR','87690-000'
'Jataizinho','PR','86210-000'
'Jesuítas','PR','85835-000'
'Joaquim Távora','PR','86455-000'
'Jundiaí do Sul','PR','86470-000'
'Juranda','PR','87355-000'
'Jussara','PR','87230-000'
'Kaloré','PR','86920-000'
'Lapa','PR','83750-000'
'Laranjal','PR','85275-000'
'Laranjeiras do Sul','PR','4113304'
'Leópolis','PR','86330-000'
'Lidianópolis','PR','86865-000'
'Lindoeste','PR','85826-000'
'Loanda','PR','87900-000'
'Lobato','PR','86790-000'
'Londrina','PR','4113700'
'Luiziana','PR','87290-000'
'Lunardelli','PR','86935-000'
'Lupionópolis','PR','86635-000'
'Mallet','PR','84570-000'
'Mamborê','PR','87340-000'
'Mandaguaçu','PR','87160-000'
'Mandaguari','PR','86975-000'
'Mandirituba','PR','83800-000'
'Manfrinópolis','PR','85628-000'
'Mangueirinha','PR','85540-000'
'Manoel Ribas','PR','85260-000'
'Marechal Cândido Rondon','PR','85960-000'
'Maria Helena','PR','87480-000'
'Marialva','PR','86990-000'
'Marilândia do Sul','PR','86825-000'
'Marilena','PR','87960-000'
'Mariluz','PR','87470-000'
'Maringá','PR','4115200'
'Mariópolis','PR','85525-000'
'Maripá','PR','85955-000'
'Marmeleiro','PR','85615-000'
'Marquinho','PR','85168-000'
'Marumbi','PR','86910-000'
'Matelândia','PR','85887-000'
'Matinhos','PR','83260-000'
'Mato Rico','PR','85240-000'
'Mauá da Serra','PR','86828-000'
'Medianeira','PR','85884-000'
'Mercedes','PR','85998-000'
'Mirador','PR','87840-000'
'Miraselva','PR','86615-000'
'Missal','PR','85890-000'
'Moreira Sales','PR','87370-000'
'Morretes','PR','83350-000'
'Munhoz de Melo','PR','86760-000'
'Nossa Senhora das Graças','PR','86680-000'
'Nova Aliança do Ivaí','PR','87790-000'
'Nova América da Colina','PR','86230-000'
'Nova Aurora','PR','85410-000'
'Nova Cantu','PR','87330-000'
'Nova Esperança','PR','87600-000'
'Nova Esperança do Sudoeste','PR','85635-000'
'Nova Fátima','PR','86310-000'
'Nova Laranjeiras','PR','85350-000'
'Nova Londrina','PR','87970-000'
'Nova Olímpia','PR','87490-000'
'Nova Prata do Iguaçu','PR','85685-000'
'Nova Santa Bárbara','PR','86250-000'
'Nova Santa Rosa','PR','85930-000'
'Nova Tebas','PR','85250-000'
'Novo Itacolomi','PR','86895-000'
'Ortigueira','PR','84350-000'
'Ourizona','PR','87170-000'
'Ouro Verde do Oeste','PR','85933-000'
'Paiçandu','PR','87140-000'
'Palmas','PR','85555-000'
'Palmeira','PR','84130-000'
'Palmital','PR','85270-000'
'Palotina','PR','85950-000'
'Paraíso do Norte','PR','87780-000'
'Paranacity','PR','87660-000'
'Paranaguá','PR','4118204'
'Paranapoema','PR','87680-000'
'Paranavaí','PR','4118402'
'Pato Bragado','PR','85948-000'
'Pato Branco','PR','4118501'
'Paula Freitas','PR','84630-000'
'Paulo Frontin','PR','84635-000'
'Peabiru','PR','87250-000'
'Perobal','PR','87538-000'
'Pérola','PR','87540-000'
'Pérola d\'Oeste','PR','85740-000'
'Piên','PR','83860-000'
'Pinhais','PR','4119152'
'Pinhal de São Bento','PR','85727-000'
'Pinhalão','PR','84925-000'
'Pinhão','PR','85170-000'
'Piraí do Sul','PR','84240-000'
'Piraquara','PR','4119509'
'Pitanga','PR','85200-000'
'Pitangueiras','PR','86613-000'
'Planaltina do Paraná','PR','87860-000'
'Planalto','PR','85750-000'
'Ponta Grossa','PR','4119905'
'Pontal do Paraná','PR','83255-000'
'Porecatu','PR','86160-000'
'Porto Amazonas','PR','84140-000'
'Porto Barreiro','PR','85345-000'
'Porto Rico','PR','87950-000'
'Porto Vitória','PR','84610-000'
'Prado Ferreira','PR','86618-000'
'Pranchita','PR','85730-000'
'Presidente Castelo Branco','PR','87180-000'
'Primeiro de Maio','PR','86140-000'
'Prudentópolis','PR','84400-000'
'Quatiguá','PR','86450-000'
'Quatro Barras','PR','83420-000'
'Quatro Pontes','PR','85940-000'
'Quedas do Iguaçu','PR','85460-000'
'Querência do Norte','PR','87930-000'
'Quinta do Sol','PR','87265-000'
'Quitandinha','PR','83840-000'
'Ramilândia','PR','85888-000'
'Rancho Alegre','PR','86290-000'
'Rancho Alegre d\'Oeste','PR','87395-000'
'Realeza','PR','85770-000'
'Rebouças','PR','84550-000'
'Renascença','PR','85610-000'
'Reserva','PR','84320-000'
'Reserva do Iguaçu','PR','85195-000'
'Ribeirão Claro','PR','86410-000'
'Ribeirão do Pinhal','PR','86490-000'
'Rio Azul','PR','84560-000'
'Rio Bom','PR','86830-000'
'Rio Bonito do Iguaçu','PR','85340-000'
'Rio Branco do Ivaí','PR','86848-000'
'Rio Branco do Sul','PR','83540-000'
'Rio Negro','PR','83880-000'
'Rolândia','PR','86600-000'
'Roncador','PR','87320-000'
'Rondon','PR','87800-000'
'Rosário do Ivaí','PR','86850-000'
'Sabáudia','PR','86720-000'
'Salgado Filho','PR','85620-000'
'Salto do Itararé','PR','84945-000'
'Salto do Lontra','PR','85670-000'
'Santa Amélia','PR','86370-000'
'Santa Cecília do Pavão','PR','86225-000'
'Santa Cruz de Monte Castelo','PR','87920-000'
'Santa Fé','PR','86770-000'
'Santa Helena','PR','85892-000'
'Santa Inês','PR','86660-000'
'Santa Isabel do Ivaí','PR','87910-000'
'Santa Izabel do Oeste','PR','85650-000'
'Santa Lúcia','PR','85795-000'
'Santa Maria do Oeste','PR','85230-000'
'Santa Mariana','PR','86350-000'
'Santa Mônica','PR','87915-000'
'Santa Tereza do Oeste','PR','85825-000'
'Santa Terezinha de Itaipu','PR','85875-000'
'Santana do Itararé','PR','84970-000'
'Santo Antônio da Platina','PR','86430-000'
'Santo Antônio do Caiuá','PR','87730-000'
'Santo Antônio do Paraíso','PR','86315-000'
'Santo Antônio do Sudoeste','PR','85710-000'
'Santo Inácio','PR','86650-000'
'São Carlos do Ivaí','PR','87770-000'
'São Jerônimo da Serra','PR','86270-000'
'São João','PR','85570-000'
'São João do Caiuá','PR','87740-000'
'São João do Ivaí','PR','86930-000'
'São João do Triunfo','PR','84150-000'
'São Jorge D\'Oeste','PR','85575-000'
'São Jorge do Ivaí','PR','87190-000'
'São Jorge do Patrocínio','PR','87555-000'
'São José da Boa Vista','PR','84980-000'
'São José das Palmeiras','PR','85898-000'
'São José dos Pinhais','PR','4125506'
'São Manoel do Paraná','PR','87215-000'
'São Mateus do Sul','PR','83900-000'
'São Miguel do Iguaçu','PR','85877-000'
'São Pedro do Iguaçu','PR','85929-000'
'São Pedro do Ivaí','PR','86945-000'
'São Pedro do Paraná','PR','87955-000'
'São Sebastião da Amoreira','PR','86240-000'
'São Tomé','PR','87220-000'
'Sapopema','PR','84290-000'
'Sarandi','PR','4126256'
'Saudade do Iguaçu','PR','85568-000'
'Sengés','PR','84220-000'
'Serranópolis do Iguaçu','PR','85885-000'
'Sertaneja','PR','86340-000'
'Sertanópolis','PR','86170-000'
'Siqueira Campos','PR','84940-000'
'Sulina','PR','85565-000'
'Tamarana','PR','86125-000'
'Tamboara','PR','87760-000'
'Tapejara','PR','87430-000'
'Tapira','PR','87830-000'
'Teixeira Soares','PR','84530-000'
'Telêmaco Borba','PR','4127106'
'Terra Boa','PR','87240-000'
'Terra Rica','PR','87890-000'
'Terra Roxa','PR','85990-000'
'Tibagi','PR','84300-000'
'Tijucas do Sul','PR','83190-000'
'Toledo','PR','4127700'
'Tomazina','PR','84935-000'
'Três Barras do Paraná','PR','85485-000'
'Tunas do Paraná','PR','83480-000'
'Tuneiras do Oeste','PR','87450-000'
'Tupãssi','PR','85945-000'
'Turvo','PR','85150-000'
'Ubiratã','PR','85440-000'
'Umuarama','PR','4128104'
'União da Vitória','PR','84600-000'
'Uniflor','PR','87640-000'
'Uraí','PR','86280-000'
'Ventania','PR','84345-000'
'Vera Cruz do Oeste','PR','85845-000'
'Verê','PR','85585-000'
'Alto Paraíso','PR','87528-000'
'Virmond','PR','85390-000'
'Vitorino','PR','85520-000'
'Wenceslau Braz','PR','84950-000'
'Xambrê','PR','87535-000'
'Quarto Centenário','PR','87365-000'
'Angra dos Reis','RJ','3300100'
'Aperibé','RJ','28495-000'
'Araruama','RJ','28970-000'
'Areal','RJ','25845-000'
'Armação dos Búzios','RJ','28950-000'
'Arraial do Cabo','RJ','28930-000'
'Barra do Piraí','RJ','3300308'
'Barra Mansa','RJ','3300407'
'Belford Roxo','RJ','3300456'
'Bom Jardim','RJ','28660-000'
'Bom Jesus do Itabapoana','RJ','28360-000'
'Cabo Frio','RJ','3300704'
'Cachoeiras de Macacu','RJ','28680-000'
'Cambuci','RJ','28430-000'
'Campos dos Goytacazes','RJ','3301009'
'Cantagalo','RJ','28500-000'
'Carapebus','RJ','27998-000'
'Cardoso Moreira','RJ','28180-000'
'Carmo','RJ','28640-000'
'Casimiro de Abreu','RJ','28860-000'
'Comendador Levy Gasparian','RJ','25870-000'
'Conceição de Macabu','RJ','28740-000'
'Cordeiro','RJ','28540-000'
'Duas Barras','RJ','28650-000'
'Duque de Caxias','RJ','3301702'
'Engenheiro Paulo de Frontin','RJ','26650-000'
'Guapimirim','RJ','25940-000'
'Iguaba Grande','RJ','28960-000'
'Itaboraí','RJ','3301900'
'Itaguaí','RJ','3302007'
'Italva','RJ','28250-000'
'Itaocara','RJ','28570-000'
'Itaperuna','RJ','28300-000'
'Itatiaia','RJ','27580-000'
'Japeri','RJ','3302270'
'Laje do Muriaé','RJ','28350-000'
'Macaé','RJ','3302403'
'Macuco','RJ','28545-000'
'Magé','RJ','25900-000'
'Mangaratiba','RJ','23860-000'
'Maricá','RJ','3302700'
'Mendes','RJ','26700-000'
'Mesquita','RJ','3302858'
'Miguel Pereira','RJ','26900-000'
'Miracema','RJ','28460-000'
'Natividade','RJ','28380-000'
'Nilópolis','RJ','3303203'
'Niterói','RJ','3303302'
'Nova Friburgo','RJ','3303401'
'Nova Iguaçu','RJ','3303500'
'Paracambi','RJ','26600-000'
'Paraíba do Sul','RJ','25850-000'
'Parati','RJ','23970-000'
'Paty do Alferes','RJ','26950-000'
'Petrópolis','RJ','3303906'
'Pinheiral','RJ','27197-000'
'Piraí','RJ','27175-000'
'Porciúncula','RJ','28390-000'
'Porto Real','RJ','27570-000'
'Quatis','RJ','3304128'
'Queimados','RJ','3304144'
'Quissamã','RJ','28735-000'
'Resende','RJ','3304201'
'Rio Bonito','RJ','28800-000'
'Rio Claro','RJ','27460-000'
'Rio das Flores','RJ','27660-000'
'Rio das Ostras','RJ','28890-000'
'Rio de Janeiro','RJ','3304557'
'Santa Maria Madalena','RJ','28770-000'
'Santo Antônio de Pádua','RJ','28470-000'
'São Fidélis','RJ','28400-000'
'São Francisco de Itabapoana','RJ','28230-000'
'São Gonçalo','RJ','3304904'
'São João da Barra','RJ','28200-000'
'São João de Meriti','RJ','3305109'
'São José de Ubá','RJ','28455-000'
'São José do Vale do Rio Preto','RJ','25780-000'
'São Pedro da Aldeia','RJ','28940-000'
'São Sebastião do Alto','RJ','28550-000'
'Sapucaia','RJ','25880-000'
'Saquarema','RJ','28990-000'
'Seropédica','RJ','23890-000'
'Silva Jardim','RJ','28820-000'
'Sumidouro','RJ','28637-000'
'Tanguá','RJ','24890-000'
'Teresópolis','RJ','3305802'
'Trajano de Morais','RJ','28750-000'
'Três Rios','RJ','3306008'
'Valença','RJ','27600-000'
'Vassouras','RJ','27700-000'
'Volta Redonda','RJ','3306305'
'Acari','RN','59370-000'
'Açu','RN','59650-000'
'Afonso Bezerra','RN','59510-000'
'Água Nova','RN','59995-000'
'Alexandria','RN','59965-000'
'Almino Afonso','RN','59760-000'
'Alto do Rodrigues','RN','59507-000'
'Angicos','RN','59515-000'
'Antônio Martins','RN','59870-000'
'Apodi','RN','59700-000'
'Areia Branca','RN','59655-000'
'Arez','RN','59170-000'
'Baía Formosa','RN','59194-000'
'Baraúna','RN','59695-000'
'Barcelona','RN','59410-000'
'Bento Fernandes','RN','59555-000'
'Boa Saúde','RN','59260-000'
'Bodó','RN','59528-000'
'Bom Jesus','RN','59270-000'
'Brejinho','RN','59219-000'
'Caiçara do Norte','RN','59592-000'
'Caiçara do Rio do Vento','RN','59540-000'
'Caicó','RN','59300-000'
'Campo Grande','RN','59680-000'
'Campo Redondo','RN','59230-000'
'Canguaretama','RN','59190-000'
'Caraúbas','RN','59780-000'
'Carnaúba dos Dantas','RN','59374-000'
'Carnaubais','RN','59665-000'
'Cerro Corá','RN','59395-000'
'Coronel Ezequiel','RN','59220-000'
'Coronel João Pessoa','RN','59930-000'
'Cruzeta','RN','59375-000'
'Currais Novos','RN','59380-000'
'Doutor Severiano','RN','59910-000'
'Encanto','RN','59905-000'
'Equador','RN','59355-000'
'Espírito Santo','RN','59180-000'
'Paraú','RN','59660-000'
'Extremoz','RN','59575-000'
'Felipe Guerra','RN','59795-000'
'Fernando Pedroza','RN','59517-000'
'Florânia','RN','59335-000'
'Francisco Dantas','RN','59902-000'
'Frutuoso Gomes','RN','59890-000'
'Galinhos','RN','59596-000'
'Goianinha','RN','59173-000'
'Governador Dix-Sept,'RN','59790-000'
'Grossos','RN','59675-000'
'Guamaré','RN','59598-000'
'Ielmo Marinho','RN','59490-000'
'Ipanguaçu','RN','59508-000'
'Ipueira','RN','59315-000'
'Itajá','RN','59513-000'
'Itaú','RN','59855-000'
'Jaçanã','RN','59225-000'
'Jandaíra','RN','59594-000'
'Janduís','RN','59690-000'
'Japi','RN','59213-000'
'Jardim de Angicos','RN','59544-000'
'Jardim de Piranhas','RN','59324-000'
'Jardim do Seridó','RN','59343-000'
'João Câmara','RN','59550-000'
'João Dias','RN','59880-000'
'José da Penha','RN','59980-000'
'Jucurutu','RN','59330-000'
'Jundiá','RN','59188-000'
'Lagoa D\'Anta','RN','59227-000'
'Lagoa de Pedras','RN','59244-000'
'Lagoa de Velhos','RN','59430-000'
'Lagoa Nova','RN','59390-000'
'Lagoa Salgada','RN','59247-000'
'Lajes','RN','59535-000'
'Lajes Pintadas','RN','59235-000'
'Lucrécia','RN','59805-000'
'Luís Gomes','RN','59940-000'
'Macaíba','RN','59280-000'
'Macau','RN','59500-000'
'Major Sales','RN','59945-000'
'Marcelino Vieira','RN','59970-000'
'Martins','RN','59800-000'
'Maxaranguape','RN','59580-000'
'Messias Targino','RN','59775-000'
'Montanhas','RN','59198-000'
'Monte Alegre','RN','59182-000'
'Monte das Gameleiras','RN','59217-000'
'Mossoró','RN','2408003'
'Natal','RN','2408102'
'Nísia Floresta','RN','59164-000'
'Nova Cruz','RN','59215-000'
'Ouro Branco','RN','59347-000'
'Paraná','RN','59950-000'
'Parazinho','RN','59586-000'
'Parelhas','RN','59360-000'
'Parnamirim','RN','2403251'
'Passa e Fica','RN','59218-000'
'Passagem','RN','59259-000'
'Patu','RN','59770-000'
'Pau dos Ferros','RN','59900-000'
'Pedra Grande','RN','59588-000'
'Pedra Preta','RN','59547-000'
'Pedro Avelino','RN','59530-000'
'Pedro Velho','RN','59196-000'
'Pendências','RN','59504-000'
'Pilões','RN','59960-000'
'Poço Branco','RN','59560-000'
'Portalegre','RN','59810-000'
'Porto do Mangue','RN','59668-000'
'Pureza','RN','59582-000'
'Rafael Fernandes','RN','59990-000'
'Rafael Godeiro','RN','59740-000'
'Riacho da Cruz','RN','59820-000'
'Riacho de Santana','RN','59987-000'
'Riachuelo','RN','59470-000'
'Rio do Fogo','RN','59578-000'
'Rodolfo Fernandes','RN','59830-000'
'Ruy Barbosa','RN','59420-000'
'Santa Cruz','RN','59200-000'
'Santa Maria','RN','59464-000'
'Santana do Matos','RN','59520-000'
'Santana do Seridó','RN','59350-000'
'Santo Antônio','RN','59255-000'
'São Bento do Norte','RN','59590-000'
'São Bento do Trairi','RN','59210-000'
'São Fernando','RN','59327-000'
'São Francisco do Oeste','RN','59908-000'
'São Gonçalo do Amarante','RN','59290-000'
'São João do Sabugi','RN','59310-000'
'São José de Mipibu','RN','59162-000'
'São José do Campestre','RN','59275-000'
'São José do Seridó','RN','59378-000'
'São Miguel','RN','59920-000'
'São Miguel de Touros','RN','59585-000'
'São Paulo do Potengi','RN','59460-000'
'São Pedro','RN','59480-000'
'São Rafael','RN','59518-000'
'São Tomé','RN','59400-000'
'São Vicente','RN','59340-000'
'Senador Elói de Souza','RN','59250-000'
'Senador Georgino Avelino','RN','59168-000'
'Serra Caiada','RN','59245-000'
'Serra de São Bento','RN','59214-000'
'Serra do Mel','RN','59663-000'
'Serra Negra do Norte','RN','59318-000'
'Serrinha','RN','59258-000'
'Serrinha dos Pintos','RN','59808-000'
'Severiano Melo','RN','59856-000'
'Sítio Novo','RN','59440-000'
'Taboleiro Grande','RN','59840-000'
'Taipu','RN','59565-000'
'Tangará','RN','59240-000'
'Tenente Ananias','RN','59955-000'
'Tenente Laurentino Cruz','RN','59338-000'
'Tibau','RN','59678-000'
'Tibau do Sul','RN','59178-000'
'Timbaúba dos Batistas','RN','59320-000'
'Touros','RN','59584-000'
'Triunfo Potiguar','RN','59685-000'
'Umarizal','RN','59865-000'
'Upanema','RN','59670-000'
'Várzea','RN','59185-000'
'Vera Cruz','RN','59184-000'
'Viçosa','RN','59815-000'
'Vila Flor','RN','59192-000'
'Alto Alegre dos Parecis','RO','76952-000'
'Alta Floresta D\'Oeste','RO','76954-000'
'Alto Paraíso','RO','76862-000'
'Alvorada D\'Oeste','RO','76930-000'
'Ariquemes','RO','1100023'
'Buritis','RO','76880-000'
'Cabixi','RO','76994-000'
'Cacaulândia','RO','76889-000'
'Cacoal','RO','1100049'
'Campo Novo de Rondônia','RO','76887-000'
'Candeias do Jamari','RO','76860-000'
'Castanheiras','RO','76948-000'
'Cerejeiras','RO','76997-000'
'Chupinguaia','RO','76990-000'
'Colorado do Oeste','RO','76993-000'
'Corumbiara','RO','76995-000'
'Costa Marques','RO','76937-000'
'Cujubim','RO','76864-000'
'Espigão do Oeste','RO','76974-000'
'Governador Jorge Teixeira','RO','76898-000'
'Itapuã do Oeste','RO','76861-000'
'Jaru','RO','76890-000'
'Machadinho D\'Oeste','RO','76868-000'
'Ministro Andreazza','RO','76919-000'
'Mirante da Serra','RO','76926-000'
'Monte Negro','RO','76888-000'
'Nova Brasilândia D\'Oeste','RO','76958-000'
'Nova Mamoré','RO','76857-000'
'Nova União','RO','76924-000'
'Novo Horizonte do Oeste','RO','76956-000'
'Ouro Preto do Oeste','RO','76920-000'
'Parecis','RO','76979-000'
'Pimenta Bueno','RO','76970-000'
'Pimenteiras do Oeste','RO','76999-000'
'Porto Velho','RO','1100205'
'Presidente Médici','RO','76916-000'
'Primavera de Rondônia','RO','76976-000'
'Rio Crespo','RO','76863-000'
'Rolim de Moura','RO','76940-000'
'Santa Luzia D\'Oeste','RO','76950-000'
'São Felipe D\'Oeste','RO','76977-000'
'São Francisco do Guaporé','RO','76935-000'
'São Miguel do Guaporé','RO','76932-000'
'Seringueiras','RO','76934-000'
'Teixeirópolis','RO','76928-000'
'Theobroma','RO','76866-000'
'Urupá','RO','76929-000'
'Vale do Anari','RO','76867-000'
'Vale do Paraíso','RO','76923-000'
'Vilhena','RO','76980-000'
'Alto Alegre','RR','69350-000'
'Amajari','RR','69343-000'
'Boa Vista','RR','1400100'
'Bonfim','RR','69380-000'
'Cantá','RR','69390-000'
'Caracaraí','RR','69360-000'
'Caroebe','RR','69378-000'
'Iracema','RR','69348-000'
'Mucajaí','RR','69340-000'
'Normandia','RR','69355-000'
'Pacaraima','RR','69345-000'
'Rorainópolis','RR','69373-000'
'São João da Baliza','RR','69375-000'
'São Luiz','RR','69370-000'
'Uiramutã','RR','69358-000'
'Aceguá','RS','96445-000'
'Água Santa','RS','99965-000'
'Agudo','RS','96540-000'
'Ajuricaba','RS','98750-000'
'Alecrim','RS','98950-000'
'Alegrete','RS','4300406'
'Alegria','RS','98905-000'
'Almirante Tamandaré do Sul','RS','99523-000'
'Alpestre','RS','98480-000'
'Alto Alegre','RS','99430-000'
'Alto Feliz','RS','95773-000'
'Alvorada','RS','4300604'
'Amaral Ferrador','RS','96635-000'
'Ametista do Sul','RS','98465-000'
'André da Rocha','RS','95310-000'
'Anta Gorda','RS','95980-000'
'Antônio Prado','RS','95250-000'
'Arambaré','RS','96178-000'
'Araricá','RS','93880-000'
'Aratiba','RS','99770-000'
'Arroio do Meio','RS','95940-000'
'Arroio do Padre','RS','96155-000'
'Arroio do Sal','RS','95585-000'
'Arroio do Tigre','RS','96950-000'
'Arroio dos Ratos','RS','96740-000'
'Arroio Grande','RS','96330-000'
'Arvorezinha','RS','95995-000'
'Augusto Pestana','RS','98740-000'
'Áurea','RS','99835-000'
'Bagé','RS','4301602'
'Balneário Pinhal','RS','95599-000'
'Barão','RS','95730-000'
'Barão de Cotegipe','RS','99740-000'
'Barão do Triunfo','RS','96735-000'
'Barra do Guarita','RS','98530-000'
'Barra do Quaraí','RS','97538-000'
'Barra do Ribeiro','RS','96790-000'
'Barra do Rio Azul','RS','99795-000'
'Barra Funda','RS','99585-000'
'Barracão','RS','95370-000'
'Barros Cassal','RS','99360-000'
'Benjamin Constant do Sul','RS','99650-000'
'Bento Gonçalves','RS','95700-000'
'Boa Vista das Missões','RS','98335-000'
'Boa Vista do Buricá','RS','98918-000'
'Boa Vista do Cadeado','RS','98118-000'
'Boa Vista do Incra','RS','98120-000'
'Boa Vista do Sul','RS','95727-000'
'Bom Jesus','RS','95290-000'
'Bom Princípio','RS','95765-000'
'Bom Progresso','RS','98575-000'
